domain_label,team_id_norm,expected_dimensions_count,present_dimensions_count,missing_dimensions,extra_dimensions,coverage_complete
healthcare,team_161,8,8,,,True
healthcare,team_484,8,8,,,True
healthcare,team_502,8,8,,,True
healthcare,team_505,8,8,,,True
healthcare,team_535,8,8,,,True
healthcare,team_237,8,8,,,True
healthcare,team_529,8,8,,,True
healthcare,team_259,8,8,,,True
healthcare,team_451,8,8,,,True
healthcare,team_149,8,8,,,True
healthcare,team_319,8,8,,,True
healthcare,team_265,8,8,,,True
healthcare,team_544,8,8,,,True
healthcare,team_611,8,8,,,True
healthcare,team_082,8,8,,,True
healthcare,team_094,8,8,,,True
healthcare,team_221,8,8,,,True
healthcare,team_443,8,8,,,True
healthcare,team_497,8,8,,,True
healthcare,team_024,8,8,,,True
healthcare,team_220,8,8,,,True
healthcare,team_028,8,8,,,True
healthcare,team_029,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_051,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_060,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_065,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_087,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_096,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_106,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_114,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_120,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_172,8,8,,,True
healthcare,team_142,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_162,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_171,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_191,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_208,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_227,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_246,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_248,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_260,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_271,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_277,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_283,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_299,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_300,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_323,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_363,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_376,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_380,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_035,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_139,8,8,,,True
healthcare,team_147,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_179,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_235,8,8,,,True
healthcare,team_257,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_354,8,8,,,True
healthcare,team_413,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_415,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_421,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_430,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_431,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_436,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_444,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_445,8,8,,,True
healthcare,team_452,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_456,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_458,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_481,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_504,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_512,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_514,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_543,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_582,8,8,,,True
healthcare,team_600,8,8,,,True
healthcare,team_625,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_626,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_646,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_008,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_030,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_034,8,8,,,True
healthcare,team_041,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_064,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_080,8,8,,,True
healthcare,team_093,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_101,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_103,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_001,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_231,8,8,,,True
healthcare,team_245,8,8,,,True
healthcare,team_124,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_130,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_132,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_144,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_176,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_178,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_198,8,8,,,True
healthcare,team_204,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_215,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_223,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_226,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_232,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_247,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_275,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_288,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_307,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_308,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_313,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_315,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_332,8,8,,,True
healthcare,team_369,8,8,,,True
healthcare,team_372,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_015,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_173,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_365,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_387,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_392,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_469,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_471,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_483,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_488,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_516,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_526,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_532,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_555,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_559,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_568,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_569,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_574,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_584,8,8,,,True
healthcare,team_598,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_610,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_613,8,8,,,True
healthcare,team_619,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_644,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_009,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_012,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_017,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_025,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_088,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_170,8,8,,,True
healthcare,team_150,8,8,,,True
healthcare,team_164,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_185,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_209,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_264,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_278,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_295,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_298,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_353,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_155,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_335,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_391,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_407,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_468,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_473,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_540,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_549,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_551,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_073,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_192,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_218,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_243,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_263,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_267,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_297,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_356,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_375,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_507,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_576,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_634,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_641,8,8,,,True
healthcare,team_340,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_374,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_006,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_342,8,8,,,True
healthcare,team_412,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_453,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_455,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_474,8,8,,,True
healthcare,team_486,8,8,,,True
healthcare,team_520,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_558,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_572,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_324,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_362,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_470,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_499,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_534,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_567,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_361,8,8,,,True
healthcare,team_135,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_435,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_492,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_541,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_602,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_018,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_449,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
healthcare,team_181,3,8,,code_intentionality;core_feature_presence;domain_depth;implementation_authenticity;stack_alignment,True
healthcare,team_496,0,0,,,True
logistics,team_005,8,8,,,True
logistics,team_193,8,8,,,True
logistics,team_347,8,8,,,True
logistics,team_351,8,8,,,True
logistics,team_441,8,8,,,True
logistics,team_472,8,8,,,True
logistics,team_480,8,8,,,True
logistics,team_159,8,8,,,True
logistics,team_175,8,8,,,True
logistics,team_212,8,8,,,True
logistics,team_252,8,8,,,True
logistics,team_284,8,8,,,True
logistics,team_615,8,8,,,True
logistics,team_628,8,8,,,True
logistics,team_026,8,8,,,True
logistics,team_067,8,8,,,True
logistics,team_229,8,8,,,True
logistics,team_262,8,8,,,True
logistics,team_533,8,8,,,True
logistics,team_573,8,8,,,True
logistics,team_256,8,8,,,True
logistics,team_326,8,8,,,True
logistics,team_384,8,8,,,True
logistics,team_645,8,8,,,True
logistics,team_184,8,8,,,True
logistics,team_250,8,8,,,True
logistics,team_448,8,8,,,True
logistics,team_069,8,8,,,True
logistics,team_121,8,8,,,True
logistics,team_364,8,8,,,True
logistics,team_167,8,8,,,True
logistics,team_434,8,8,,,True
logistics,team_478,8,8,,,True
logistics,team_515,8,8,,,True
logistics,team_638,8,8,,,True
logistics,team_083,8,8,,,True
logistics,team_310,8,8,,,True
logistics,team_530,8,8,,,True
logistics,team_019,8,8,,,True
logistics,team_337,8,8,,,True
logistics,team_090,8,8,,,True
logistics,team_084,8,8,,,True
logistics,team_302,8,8,,,True
logistics,team_607,8,8,,,True
logistics,team_057,8,8,,,True
logistics,team_145,8,8,,,True
logistics,team_043,8,8,,,True
logistics,team_612,8,8,,,True
logistics,team_593,8,8,,,True
logistics,team_606,8,8,,,True
logistics,team_390,8,8,,,True
logistics,team_048,8,8,,,True
logistics,team_098,8,8,,,True
logistics,team_141,8,8,,,True
logistics,team_234,8,8,,,True
logistics,team_242,8,8,,,True
logistics,team_320,8,8,,,True
logistics,team_201,8,8,,,True
logistics,team_394,8,8,,,True
logistics,team_460,8,8,,,True
logistics,team_491,8,8,,,True
logistics,team_517,8,8,,,True
logistics,team_522,8,8,,,True
logistics,team_591,8,8,,,True
logistics,team_604,8,8,,,True
logistics,team_014,8,8,,,True
logistics,team_109,8,8,,,True
logistics,team_467,8,8,,,True
logistics,team_575,8,8,,,True
logistics,team_077,8,8,,,True
logistics,team_063,8,8,,,True
logistics,team_031,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_039,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_045,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_099,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_112,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_134,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_156,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_166,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_187,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_196,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
logistics,team_280,4,8,,code_intentionality;core_feature_presence;implementation_authenticity;stack_alignment,True
