source_file,domain_label,team_name,team_number,team_id,ppt_total_num,github_submitted_bin,project_title_norm,ghost_reasons
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,ByteHealers,277,team_277,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Kernel Crew,283,team_283,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Healing Souls,299,team_299,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,404 ERROR,300,team_300,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,WizTek,323,team_323,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,MediMind,363,team_363,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,CODHERS,376,team_376,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,CyberCrew,380,team_380,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Code Red,35,team_035,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Team Conclusion,147,team_147,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,TEAM MEDBUD,179,team_179,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Syntax Squad,257,team_257,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,WebNova,354,team_354,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Medura,413,team_413,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Mugavari,415,team_415,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,yakuza,421,team_421,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,CodeCatalysts,430,team_430,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,DeepLogic,431,team_431,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,InnoVision,436,team_436,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Avengers7,444,team_444,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,WALKOUTS,445,team_445,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,HealthHackers,452,team_452,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Messiah,456,team_456,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Medura,458,team_458,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Team Spark,481,team_481,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,DRONAI,504,team_504,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Hack4health,512,team_512,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Neural Ninjas,514,team_514,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Synapse Squad,543,team_543,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,SYNS,582,team_582,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,No Way,625,team_625,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Dobu Warriors,626,team_626,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
healthcare_evaluation_output_20260419_132600 - Scores.csv,healthcare,Mr UnEmP,646,team_646,20.0,0.0,,G1_perfect_without_github;G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Z-Vibed Coders,5,team_005,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,ML MAVERICKS,193,team_193,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,White Hats,347,team_347,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,TechTechSahur,351,team_351,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Dream Team,441,team_441,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Log IQ,472,team_472,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,The Hack Squad,480,team_480,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Hail Mary,159,team_159,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,CodePirates,175,team_175,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,GLITCH GOBLINS,252,team_252,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,OnlyVibeCoders,615,team_615,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Hyper wear,628,team_628,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Zyphor,26,team_026,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,HYDROSWARM FLEET,67,team_067,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Byte Breakers,533,team_533,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Tech Super Kings,256,team_256,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,TechThinkers,384,team_384,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,DigniRoute,645,team_645,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,DevX,184,team_184,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,TEAM 1000,448,team_448,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Doomsday,69,team_069,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,TempTrack Developers,638,team_638,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Hack Nado,83,team_083,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Origin,337,team_337,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Orivus,90,team_090,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,ByteBrain,84,team_084,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Trojan Hex,607,team_607,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Vision X,593,team_593,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Code & Cargo,390,team_390,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,THD,48,team_048,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,NeuroForge,98,team_098,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Silambu X,141,team_141,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Winterfell,234,team_234,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Pinout Pirates,242,team_242,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Vincimus Astra,320,team_320,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
logistics_evaluation_output_20260419_133040 - Scores.csv,logistics,Chickocoders,201,team_201,20.0,1.0,,G2_perfect_without_github_or_title;G3_perfect_without_title
