team_id,team_number,team_name,project_title,domain,problem_specificity,solution_problem_fit,technical_clarity,domain_depth,ppt_total,implementation_authenticity,stack_alignment,core_feature_presence,code_intentionality,github_total,overall_total,github_submitted,reconciliation_flagged,domain_rank,cohort_pct_ppt,cohort_pct_github,cohort_pct_overall,Video + Prototype (5),relative_github,relative_overall,relative_rank
team_244,244,The Nerds,,logistics,5,5,4,4,18,,,,,,18,False,False,80,10.8,,7.2,,,,
team_306,306,Stone Ocean,,logistics,4,5,5,4,18,,,,,,18,False,False,80,10.8,,7.2,,,,
team_508,508,Optimus Prime,,logistics,5,5,4,4,18,,,,,,18,False,False,,10.8,,7.2,,,,
team_160,160,TECH SPARKS,,logistics,5,5,3,4,17,,,,,,17,False,False,85,7.9,,5,,,,
team_386,386,Code Tribes,,logistics,5,5,3,4,17,,,,,,17,False,False,,7.9,,5,,,,
team_539,539,Absolute Radiance,,logistics,5,5,2,5,17,,,,,,17,False,False,,7.9,,5,,,,
team_010,10,Load Fusion Crew,,logistics,5,5,2,4,16,,,,,,16,False,False,88,4.3,,2.9,,,,
team_122,122,YATRA SQUAD,,logistics,5,5,2,4,16,,,,,,16,False,False,88,4.3,,2.9,,,,
team_182,182,MINI BRAINS,,logistics,5,5,2,4,16,,,,,,16,False,False,88,4.3,,2.9,,,,
team_378,378,AutoGP,,logistics,5,5,1,4,15,,,,,,15,False,False,91,1.4,,1.4,,,,
team_276,276,Super challengers,,logistics,3,5,5,2,15,,,,,,15,False,False,,1.4,,1.4,,,,
team_169,169,VISIONRIDE,,logistics,4,5,2,3,14,,,,,,14,False,False,,0.7,,0.7,,,,
team_333,333,Syntax Square,,logistics,3,5,2,2,12,,,,,,12,False,False,92,0,,0,,,,
team_020,20,logistria,,logistics,,,,,,5,5,4,5,19,19,True,False,,,74.3,,,,,
team_446,446,SecureLogix,,logistics,,,,,,4,5,5,5,19,19,True,False,,,74.3,,,,,
team_450,450,Zerythron Team,,logistics,,,,,,2,3,3,4,12,12,True,False,,,36.5,,,,,
team_438,438,Cryonix (evaluation failed),,logistics,,,,,,,,,,,,False,False,,,,,,,,
