team_id,team_number,team_name,project_title,domain,problem_specificity,solution_problem_fit,technical_clarity,domain_depth,ppt_total,implementation_authenticity,stack_alignment,core_feature_presence,code_intentionality,github_total,overall_total,github_submitted,reconciliation_flagged,domain_rank,cohort_pct_ppt,cohort_pct_github,cohort_pct_overall,Video + Prototype (5),relative_github,relative_overall,relative_rank
team_239,239,The Innovators,,fintech,5,5,5,5,20,,,,,,20,False,False,41,46.9,,28.1,,,,
team_343,343,TEAM NOWAY,,fintech,5,5,5,5,20,,,,,,20,False,False,41,46.9,,28.1,3,,,
team_022,22,Code Warriors,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_061,61,CODESTRIX 1.0,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_068,68,Techstosterone,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_074,74,Smart Minds,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_097,97,INVICTUS,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_174,174,Not Not 7,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_197,197,Genz Techies,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_199,199,Visioners,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_230,230,FinTech Titans,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_233,233,Athena,,fintech,4,5,5,5,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_254,254,Zenith,,fintech,4,5,5,5,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_270,270,MindCoders,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_287,287,Void Caster,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_327,327,Bug Busters,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_373,373,Vignesh2002,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_050,50,Fin Guardians,,fintech,5,5,5,4,19,,,,,,19,False,False,71,19.8,,10.4,,,,
team_269,269,TrustLedger,,fintech,5,5,1,5,16,0,1,1,1,3,19,True,False,71,0,0,10.4,,,,
team_133,133,PIXELS,,fintech,4,5,5,4,18,,,,,,18,False,False,88,11.5,,4.2,,,,
team_157,157,Rizz My Tax,,fintech,5,5,3,5,18,,,,,,18,False,False,88,11.5,,4.2,,,,
team_211,211,TEAM GHASA,,fintech,5,5,4,4,18,,,,,,18,False,False,88,11.5,,4.2,,,,
team_228,228,BlueJays,,fintech,5,5,4,4,18,,,,,,18,False,False,88,11.5,,4.2,,,,
team_177,177,Zenith Coderzz,,fintech,4,5,5,4,18,,,,,,18,False,False,88,11.5,,4.2,,,,
team_183,183,AgriTech Innovators,,fintech,5,5,4,4,18,,,,,,18,False,False,88,11.5,,4.2,,,,
team_330,330,Nova,,fintech,4,5,5,3,17,,,,,,17,False,False,94,5.2,,1,,,,
team_358,358,Vortex,,fintech,4,5,4,4,17,,,,,,17,False,False,94,5.2,,1,,,,
team_371,371,Innovators,,fintech,4,5,5,3,17,,,,,,17,False,False,94,5.2,,1,,,,
team_202,202,FinGuardians,,fintech,5,4,3,4,16,,,,,,16,False,False,97,0,,0,,,,
